vb_vf_national_precinct_code,randomization_block,treatment
FL_PINELLAS_212,1081,1
FL_MANATEE_223,959,1
FL_PINELLAS_531,768,1
FL_HILLSBOROUGH_169,2278,1
FL_MIAMI-DADE_837,1108,1
FL_MARION_4110,366,0
FL_ORANGE_000622,491,1
FL_MIAMI-DADE_428,535,1
FL_SUMTER_102,791,0
FL_BROWARD_00F008,196,0
FL_MIAMI-DADE_501,519,1
FL_ORANGE_000136,1835,0
FL_HILLSBOROUGH_910,2580,1
FL_ORANGE_000339,1601,0
FL_ESCAMBIA_042,796,0
FL_PINELLAS_222,1212,1
FL_DUVAL_01402,2121,1
FL_PALM BEACH_2517,1188,1
FL_BAY_20,1667,1
FL_BROWARD_00V028,1654,0
FL_MIAMI-DADE_751,425,1
FL_LEON_4153,1082,1
FL_PASCO_110,1632,1
FL_MIAMI-DADE_404,1810,1
FL_MARTIN_20,807,0
FL_PALM BEACH_7623,2225,0
FL_MANATEE_511,1886,0
FL_ORANGE_000239,1018,0
FL_PALM BEACH_5709,1796,1
FL_BREVARD_304,2435,1
FL_SARASOTA_227,523,0
FL_MIAMI-DADE_048,2051,1
FL_PASCO_120,2412,1
FL_SARASOTA_519,251,0
FL_MIAMI-DADE_774,324,0
FL_MIAMI-DADE_162,2364,0
FL_MIAMI-DADE_003,2538,0
FL_PINELLAS_127,1404,0
FL_BROWARD_00C003,127,1
FL_DUVAL_01004,484,0
FL_MIAMI-DADE_100,2641,1
FL_PALM BEACH_3724,1083,1
FL_PALM BEACH_9418,177,1
FL_WASHINGTON_12,1416,1
FL_BREVARD_228,1747,0
FL_ALACHUA_0042,1659,0
FL_PINELLAS_133,1379,1
FL_ESCAMBIA_094,1995,1
FL_ALACHUA_0019,1515,1
FL_HILLSBOROUGH_830,1409,1
FL_MIAMI-DADE_413,267,0
FL_LEE_502,1475,0
FL_PALM BEACH_7659,2359,0
FL_ORANGE_000422,2503,1
FL_POLK_416,1462,0
FL_HILLSBOROUGH_804,2265,0
FL_HILLSBOROUGH_956,1670,0
FL_SANTA ROSA_15,1979,1
FL_BAY_10,1531,0
FL_MIAMI-DADE_749,997,1
FL_MANATEE_125,952,0
FL_SEMINOLE_034,54,1
FL_HILLSBOROUGH_414,2217,0
FL_PALM BEACH_8689,1228,1
FL_ESCAMBIA_024,1546,0
FL_MARION_3320,1987,0
FL_PALM BEACH_2515,1746,0
FL_PALM BEACH_8623,602,0
FL_HILLSBOROUGH_457,2309,1
FL_PALM BEACH_5706,2096,0
FL_MARION_2060,611,0
FL_LEE_310,998,0
FL_BROWARD_00W015,1170,1
FL_HILLSBOROUGH_936,1413,1
FL_PINELLAS_705,34,1
FL_PALM BEACH_7626,1800,1
FL_HILLSBOROUGH_595,2477,1
FL_DUVAL_01202,1496,0
FL_MIAMI-DADE_368,340,1
FL_ST LUCIE_09,973,0
FL_MIAMI-DADE_553,64,0
FL_BREVARD_209,1094,1
FL_BROWARD_00L007,2055,1
FL_PALM BEACH_1502,1797,1
FL_BROWARD_00U003,1380,0
FL_GADSDEN_08,2402,1
FL_HERNANDO_100,175,1
FL_ORANGE_000533,1363,0
FL_MIAMI-DADE_628,133,1
FL_VOLUSIA_102,2365,0
FL_CLAY_102,96,1
FL_BROWARD_00A002,323,1
FL_BROWARD_00E001,355,0
FL_HILLSBOROUGH_944,1804,0
FL_HILLSBOROUGH_361,848,0
FL_MIAMI-DADE_859,585,0
FL_PINELLAS_702,1571,0
FL_BROWARD_00Y005,503,1
FL_MARION_4070,908,0
FL_ST JOHNS_402,953,1
FL_ESCAMBIA_038,525,0
FL_ORANGE_000316,933,1
FL_BROWARD_00F004,2585,1
FL_PALM BEACH_8696,846,0
FL_HILLSBOROUGH_947,1414,0
FL_ORANGE_000535,1182,1
FL_PALM BEACH_8448,1236,1
FL_ORANGE_000537,2110,0
FL_NASSAU_00013,811,0
FL_POLK_507,608,1
FL_ORANGE_000338,924,0
FL_PALM BEACH_9416,2399,0
FL_BROWARD_00V013,1760,0
FL_MIAMI-DADE_421,495,0
FL_SARASOTA_128,318,0
FL_SARASOTA_545,980,0
FL_LAKE_0320,967,1
FL_ORANGE_000242,1951,0
FL_BRADFORD_03,75,0
FL_MIAMI-DADE_957,2361,1
FL_HILLSBOROUGH_370,1643,1
FL_PINELLAS_503,137,1
FL_ORANGE_000409,631,1
FL_PALM BEACH_8927,1390,1
FL_PINELLAS_102,920,0
FL_ORANGE_000112,1080,1
FL_LEE_512,1832,0
FL_HILLSBOROUGH_369,2446,0
FL_MIAMI-DADE_331,9,1
FL_PINELLAS_618,551,0
FL_ORANGE_000524,1115,1
FL_COLUMBIA_110,1311,1
FL_PALM BEACH_4617,2137,0
FL_MIAMI-DADE_340,468,0
FL_LEON_1505,1847,0
FL_HILLSBOROUGH_304,2725,0
FL_HERNANDO_130,1094,0
FL_MIAMI-DADE_930,1072,1
FL_HILLSBOROUGH_505,1814,0
FL_HILLSBOROUGH_524,1440,1
FL_MARION_3120,589,1
FL_OSCEOLA_3007,1785,0
FL_HILLSBOROUGH_585,92,1
FL_MIAMI-DADE_851,866,1
FL_HILLSBOROUGH_127,2555,1
FL_PALM BEACH_2426,2160,0
FL_DUVAL_00612,2030,1
FL_PALM BEACH_2421,1803,0
FL_MIAMI-DADE_099,1580,0
FL_ORANGE_000126,2570,0
FL_MIAMI-DADE_230,1620,0
FL_PALM BEACH_8447,2028,1
FL_BREVARD_235,434,1
FL_MIAMI-DADE_308,628,0
FL_ORANGE_000321,933,0
FL_MIAMI-DADE_563,2388,1
FL_MIAMI-DADE_302,330,0
FL_LEE_315,325,1
FL_SARASOTA_131,2102,0
FL_DUVAL_00801,1432,1
FL_PALM BEACH_5737,1994,1
FL_ORANGE_000635,1769,0
FL_ORANGE_000204,2036,0
FL_OKALOOSA_40,910,0
FL_LAKE_0540,135,0
FL_MONROE_29,873,0
FL_MIAMI-DADE_176,2604,1
FL_OSCEOLA_4100,2530,1
FL_INDIAN RIVER_0009,612,0
FL_MIAMI-DADE_699,1798,1
FL_HILLSBOROUGH_993,2692,0
FL_PINELLAS_265,1555,1
FL_PALM BEACH_1527,1084,0
FL_HILLSBOROUGH_974,2362,1
FL_ESCAMBIA_115,1857,0
FL_MANATEE_111,1783,1
FL_MONROE_08,1495,0
FL_MIAMI-DADE_587,2236,0
FL_COLLIER_315,1812,1
FL_OKALOOSA_49,2029,1
FL_PALM BEACH_1505,2427,0
FL_MIAMI-DADE_754,367,0
FL_OSCEOLA_5700,2105,1
FL_ST JOHNS_210,228,0
FL_PALM BEACH_7414,2356,1
FL_MIAMI-DADE_727,997,0
FL_PALM BEACH_8415,450,1
FL_MIAMI-DADE_429,483,0
FL_VOLUSIA_402,1365,1
FL_PALM BEACH_6510,1160,1
FL_PINELLAS_320,761,1
FL_MIAMI-DADE_291,1255,1
FL_DUVAL_01005,12,0
FL_PALM BEACH_8919,835,1
FL_VOLUSIA_701,1059,1
FL_MIAMI-DADE_405,1055,0
FL_HILLSBOROUGH_345,1821,0
FL_HILLSBOROUGH_659,1676,0
FL_SANTA ROSA_28,1560,1
FL_MIAMI-DADE_760,1047,0
FL_ORANGE_000513,1961,0
FL_PUTNAM_14,1829,0
FL_WALTON_510,1448,1
FL_DUVAL_00312,2705,0
FL_HILLSBOROUGH_653,346,1
FL_MIAMI-DADE_757,422,0
FL_MIAMI-DADE_183,1936,0
FL_ST JOHNS_213,1590,1
FL_PALM BEACH_5901,1357,1
FL_POLK_233,1625,0
FL_VOLUSIA_406,203,1
FL_ESCAMBIA_113,1427,1
FL_PALM BEACH_1517,773,0
FL_PALM BEACH_8866,179,0
FL_MIAMI-DADE_120,2567,0
FL_MIAMI-DADE_824,2292,0
FL_BROWARD_00S003,1611,1
FL_ORANGE_000605,533,1
FL_SEMINOLE_018,1865,0
FL_MIAMI-DADE_028,334,0
FL_HILLSBOROUGH_327,90,0
FL_MIAMI-DADE_578,473,1
FL_PINELLAS_337,69,1
FL_DUVAL_00903,713,1
FL_SARASOTA_543,590,0
FL_PALM BEACH_8806,432,0
FL_MIAMI-DADE_245,190,0
FL_BROWARD_00W002,17,1
FL_ORANGE_000901,2584,1
FL_ORANGE_000432,1145,1
FL_MIAMI-DADE_315,118,0
FL_DUVAL_01404,1930,0
FL_ALACHUA_0026,2408,0
FL_COLLIER_428,798,1
FL_PINELLAS_143,230,1
FL_MIAMI-DADE_363,241,0
FL_MIAMI-DADE_841,235,1
FL_ST LUCIE_71,409,1
FL_FLAGLER_508,712,0
FL_PALM BEACH_7666,2591,1
FL_MARION_0012,1190,0
FL_BROWARD_00T006,406,0
FL_PUTNAM_02,2334,0
FL_PINELLAS_326,886,0
FL_ALACHUA_0004,103,0
FL_WAKULLA_01,1000,0
FL_ST JOHNS_208,228,1
FL_BREVARD_510,1154,0
FL_PALM BEACH_4601,1983,1
FL_BAY_7,954,0
FL_ESCAMBIA_107,633,1
FL_MIAMI-DADE_554,913,0
FL_HILLSBOROUGH_912,2605,0
FL_PASCO_081,2067,1
FL_PALM BEACH_8679,1797,0
FL_ALACHUA_0059,2637,0
FL_LEE_307,394,0
FL_POLK_534,1309,1
FL_MANATEE_409,1195,1
FL_PALM BEACH_8408,5,1
FL_BROWARD_00R010,1846,0
FL_ORANGE_000408,548,0
FL_HILLSBOROUGH_812,1231,0
FL_HENDRY_005,2607,0
FL_PALM BEACH_8803,2547,0
FL_SEMINOLE_023,2206,0
FL_ALACHUA_0043,2337,0
FL_MIAMI-DADE_222,51,1
FL_HENDRY_001,2739,0
FL_SEMINOLE_046,362,1
FL_BREVARD_112,814,1
FL_SANTA ROSA_35,1016,1
FL_MIAMI-DADE_768,1798,0
FL_PALM BEACH_1737,266,1
FL_GADSDEN_11,810,1
FL_PINELLAS_419,1206,0
FL_HILLSBOROUGH_626,2459,1
FL_VOLUSIA_104,1590,0
FL_BREVARD_103,698,1
FL_MONROE_07,2040,0
FL_HILLSBOROUGH_355,2639,0
FL_PALM BEACH_8928,149,0
FL_MIAMI-DADE_700,1215,1
FL_MONROE_23,1130,1
FL_INDIAN RIVER_0014,1923,0
FL_ORANGE_000129,2658,0
FL_OSCEOLA_4009,2756,0
FL_PALM BEACH_8897,363,1
FL_ORANGE_000613,2091,0
FL_BROWARD_00S004,841,1
FL_BROWARD_00F005,1705,1
FL_POLK_123,2358,0
FL_LEON_2507,2708,1
FL_PALM BEACH_8665,700,0
FL_PALM BEACH_5750,1301,1
FL_PALM BEACH_8852,441,0
FL_NASSAU_00031,176,1
FL_HILLSBOROUGH_982,2241,1
FL_BROWARD_00W017,1265,0
FL_VOLUSIA_806,1609,1
FL_MIAMI-DADE_734,1873,1
FL_MIAMI-DADE_251,32,1
FL_MIAMI-DADE_346,801,0
FL_VOLUSIA_718,397,0
FL_MIAMI-DADE_802,41,1
FL_LEE_406,1544,1
FL_BAY_22,2088,1
FL_HERNANDO_200,1406,0
FL_HILLSBOROUGH_153,2546,0
FL_ST LUCIE_37,409,0
FL_BROWARD_00C002,127,0
FL_ALACHUA_0025,1515,0
FL_LEON_1255,2113,1
FL_DUVAL_00209,218,0
FL_ST JOHNS_509,2419,0
FL_DUVAL_00311,2255,0
FL_PALM BEACH_8608,349,0
FL_PALM BEACH_8905,2198,0
FL_MIAMI-DADE_254,163,0
FL_SEMINOLE_081,496,0
FL_VOLUSIA_410,250,1
FL_OSCEOLA_1100,1653,0
FL_CLAY_124,2532,0
FL_JACKSON_14,2526,1
FL_LAKE_0350,2297,0
FL_MARION_3260,410,0
FL_MIAMI-DADE_502,2411,0
FL_HERNANDO_550,1828,0
FL_DUVAL_00706,662,1
FL_PINELLAS_701,502,1
FL_BROWARD_00N009,1879,0
FL_ORANGE_000138,1948,1
FL_PINELLAS_402,435,0
FL_PINELLAS_704,261,1
FL_MIAMI-DADE_908,2182,0
FL_DUVAL_00210,1791,0
FL_HILLSBOROUGH_309,541,1
FL_PINELLAS_234,968,1
FL_PALM BEACH_9417,372,1
FL_VOLUSIA_901,1330,1
FL_MARION_4150,2363,1
FL_PALM BEACH_3706,672,0
FL_OSCEOLA_5505,2601,1
FL_PALM BEACH_8874,1105,1
FL_ESCAMBIA_082,1600,1
FL_MIAMI-DADE_042,1276,1
FL_BROWARD_00R014,1512,0
FL_PALM BEACH_7655,2592,1
FL_HERNANDO_230,1869,0
FL_PINELLAS_269,844,1
FL_MIAMI-DADE_255,789,1
FL_DUVAL_01102,2425,0
FL_BROWARD_00X014,1777,1
FL_PINELLAS_335,669,0
FL_FLAGLER_102,1325,1
FL_ALACHUA_0007,1260,0
FL_ORANGE_000905,2498,0
FL_HILLSBOROUGH_852,2505,0
FL_PALM BEACH_8675,1041,1
FL_MANATEE_523,871,1
FL_SEMINOLE_067,95,0
FL_COLUMBIA_043,1124,1
FL_SEMINOLE_054,471,1
FL_OSCEOLA_3008,1785,1
FL_SUMTER_114,782,1
FL_PALM BEACH_6801,1143,1
FL_MIAMI-DADE_337,549,1
FL_MIAMI-DADE_527,2628,1
FL_INDIAN RIVER_0016,734,1
FL_HILLSBOROUGH_714,2632,1
FL_HILLSBOROUGH_660,2801,0
FL_MIAMI-DADE_900,1509,0
FL_MARTIN_06,1355,0
FL_PALM BEACH_8603,2024,0
FL_MIAMI-DADE_721,1773,1
FL_LEE_510,1334,1
FL_PALM BEACH_1538,2557,0
FL_MIAMI-DADE_935,2379,0
FL_SARASOTA_527,739,0
FL_MIAMI-DADE_747,1518,0
FL_MIAMI-DADE_672,93,0
FL_BROWARD_00R037,658,0
FL_BREVARD_223,2590,1
FL_PASCO_117,1443,1
FL_MARION_4120,366,1
FL_COLLIER_103,513,0
FL_BROWARD_00S001,806,0
FL_PALM BEACH_8684,1264,0
FL_MIAMI-DADE_856,2522,0
FL_BROWARD_00T017,1695,0
FL_BROWARD_00R012,2051,0
FL_BAY_25,1667,0
FL_POLK_510,2191,0
FL_MIAMI-DADE_203,682,0
FL_PASCO_040,766,1
FL_ORANGE_000219,2584,0
FL_NASSAU_00043,1594,1
FL_PALM BEACH_3715,2155,0
FL_PALM BEACH_5742,2326,1
FL_ORANGE_000317,937,1
FL_ORANGE_000503,1776,1
FL_MIAMI-DADE_004,2604,0
FL_BROWARD_00Q063,1358,0
FL_ORANGE_000536,1774,0
FL_MANATEE_417,607,1
FL_ORANGE_000311,1246,0
FL_HILLSBOROUGH_801,158,1
FL_HILLSBOROUGH_890,2686,0
FL_OSCEOLA_1001,2374,1
FL_COLLIER_595,1864,1
FL_MANATEE_203,98,0
FL_WALTON_330,167,1
FL_PASCO_041,1973,1
FL_DUVAL_00403,1482,0
FL_SANTA ROSA_20,109,1
FL_BREVARD_113,1038,1
FL_DUVAL_00807,2165,0
FL_MIAMI-DADE_612,2687,1
FL_MIAMI-DADE_284,1221,1
FL_HERNANDO_350,1366,1
FL_MIAMI-DADE_980,2437,1
FL_MIAMI-DADE_703,1037,1
FL_MIAMI-DADE_280,458,0
FL_OSCEOLA_5008,1841,1
FL_OKALOOSA_37,170,1
FL_PALM BEACH_5920,2331,0
FL_MANATEE_311,756,1
FL_MIAMI-DADE_739,852,1
FL_PALM BEACH_4614,1786,1
FL_PALM BEACH_8955,1932,1
FL_VOLUSIA_308,1066,1
FL_BAY_15,1619,1
FL_MIAMI-DADE_663,2554,1
FL_ORANGE_000405,2551,1
FL_PINELLAS_246,1393,1
FL_ORANGE_000403,785,0
FL_PALM BEACH_8637,2230,1
FL_BREVARD_320,1638,0
FL_MIAMI-DADE_274,1255,0
FL_ALACHUA_0002,1316,1
FL_HILLSBOROUGH_536,2612,0
FL_MIAMI-DADE_669,986,1
FL_ESCAMBIA_098,699,1
FL_PINELLAS_216,523,1
FL_HILLSBOROUGH_949,1414,1
FL_MONROE_12,2123,1
FL_PINELLAS_325,886,1
FL_ALACHUA_0029,2185,0
FL_ORANGE_000342,1601,1
FL_SANTA ROSA_16,290,0
FL_PALM BEACH_9430,2046,0
FL_HILLSBOROUGH_915,643,0
FL_MIAMI-DADE_641,148,1
FL_OSCEOLA_5204,2647,0
FL_BREVARD_308,499,1
FL_MONROE_28,1163,1
FL_PALM BEACH_5728,985,1
FL_HILLSBOROUGH_145,804,1
FL_ESCAMBIA_102,647,0
FL_HAMILTON_07,136,1
FL_ST JOHNS_306,1187,1
FL_CLAY_602,1347,0
FL_LAKE_0110,467,1
FL_POLK_229,1244,0
FL_VOLUSIA_712,134,0
FL_NASSAU_00034,1117,0
FL_PALM BEACH_5602,839,0
FL_HILLSBOROUGH_581,2489,0
FL_ORANGE_000547,1020,0
FL_OKALOOSA_42,1507,0
FL_BROWARD_00E005,1906,0
FL_DUVAL_01204,2474,0
FL_PINELLAS_613,506,0
FL_PALM BEACH_8945,944,1
FL_BREVARD_437,610,1
FL_PALM BEACH_6414,44,0
FL_MIAMI-DADE_951,2048,0
FL_LAKE_0557,2806,0
FL_DUVAL_01406,307,0
FL_MARION_4230,847,0
FL_PALM BEACH_7501,2273,1
FL_ORANGE_000544,938,0
FL_MANATEE_317,264,1
FL_MIAMI-DADE_738,300,1
FL_ALACHUA_0032,1655,0
FL_PALM BEACH_1726,645,1
FL_SARASOTA_425,289,1
FL_MIAMI-DADE_806,900,0
FL_MIAMI-DADE_249,1764,0
FL_PINELLAS_250,1393,0
FL_BROWARD_00R038,443,0
FL_PALM BEACH_7667,2354,1
FL_OKALOOSA_03,426,0
FL_MIAMI-DADE_514,519,0
FL_BREVARD_206,434,0
FL_HILLSBOROUGH_805,1231,1
FL_HILLSBOROUGH_405,2362,0
FL_MIAMI-DADE_441,1491,0
FL_ALACHUA_0008,1819,1
FL_PALM BEACH_6406,2466,1
FL_BROWARD_00U008,2184,1
FL_PALM BEACH_7638,1816,0
FL_SARASOTA_403,2389,1
FL_OSCEOLA_3009,2720,1
FL_BROWARD_00W013,1170,0
FL_MIAMI-DADE_322,989,0
FL_HILLSBOROUGH_574,2569,0
FL_HILLSBOROUGH_367,912,0
FL_PALM BEACH_8690,379,0
FL_BROWARD_00Q032,2007,1
FL_DUVAL_00712,2020,1
FL_BREVARD_105,22,1
FL_MIAMI-DADE_206,2635,1
FL_FLAGLER_202,2352,0
FL_POLK_338,2070,0
FL_PALM BEACH_4905,1189,0
FL_ESCAMBIA_110,2765,0
FL_PALM BEACH_1725,1280,1
FL_LEON_3509,1789,0
FL_HILLSBOROUGH_424,2299,1
FL_MIAMI-DADE_654,686,0
FL_LEE_404,649,0
FL_PINELLAS_268,2045,0
FL_BROWARD_00G009,1197,0
FL_MIAMI-DADE_591,2368,1
FL_BROWARD_00N005,678,0
FL_ORANGE_000203,783,1
FL_MIAMI-DADE_438,708,0
FL_PASCO_026,527,0
FL_BREVARD_527,2049,1
FL_MIAMI-DADE_818,648,0
FL_SANTA ROSA_33,936,0
FL_HIGHLANDS_14,1530,1
FL_BREVARD_409,184,1
FL_PALM BEACH_8719,2250,0
FL_DUVAL_00806,2610,0
FL_PALM BEACH_8418,2445,0
FL_MIAMI-DADE_165,2688,1
FL_MIAMI-DADE_460,2539,1
FL_PALM BEACH_1545,1352,1
FL_MIAMI-DADE_431,1314,1
FL_PINELLAS_637,94,1
FL_MIAMI-DADE_736,1820,0
FL_PALM BEACH_6524,2449,1
FL_ORANGE_000137,439,0
FL_MIAMI-DADE_244,2286,1
FL_POLK_316,2383,0
FL_HILLSBOROUGH_325,541,0
FL_MIAMI-DADE_516,2305,1
FL_COLUMBIA_051,538,1
FL_MONROE_26,873,1
FL_HILLSBOROUGH_243,395,0
FL_PALM BEACH_2406,1870,0
FL_DUVAL_01001,1425,0
FL_POLK_228,2328,1
FL_BROWARD_00E016,863,0
FL_HILLSBOROUGH_527,2477,0
FL_MIAMI-DADE_538,2203,1
FL_MIAMI-DADE_528,2124,1
FL_HILLSBOROUGH_105,1075,0
FL_MARION_2030,1312,0
FL_HILLSBOROUGH_707,1701,1
FL_OSCEOLA_2100,1653,1
FL_HILLSBOROUGH_454,1821,1
FL_POLK_313,1742,0
FL_PALM BEACH_8957,1932,0
FL_HILLSBOROUGH_571,1164,1
FL_PALM BEACH_6503,1041,0
FL_MIAMI-DADE_854,1844,0
FL_PASCO_109,2289,0
FL_LEE_115,8,1
FL_MIAMI-DADE_243,328,0
FL_SEMINOLE_079,335,1
FL_BROWARD_00R028,1666,0
FL_VOLUSIA_904,819,0
FL_MIAMI-DADE_842,2552,0
FL_MARION_2050,1235,1
FL_CHARLOTTE_11,635,1
FL_CLAY_412,1004,1
FL_PASCO_091,455,1
FL_CITRUS_201,1254,1
FL_LAKE_0440,1256,0
FL_BROWARD_00J006,1719,0
FL_ST JOHNS_107,2429,1
FL_BAKER_05A,2499,1
FL_PALM BEACH_1720,2293,0
FL_CHARLOTTE_30,1345,0
FL_MARION_2040,611,1
FL_HILLSBOROUGH_951,56,1
FL_PALM BEACH_2409,1817,1
FL_MANATEE_405,1455,1
FL_PINELLAS_349,46,0
FL_HILLSBOROUGH_943,2111,0
FL_HILLSBOROUGH_892,970,1
FL_HILLSBOROUGH_945,2577,0
FL_HILLSBOROUGH_410,1970,1
FL_DUVAL_01012,292,0
FL_MIAMI-DADE_913,1650,1
FL_PALM BEACH_2434,224,1
FL_PALM BEACH_6412,224,0
FL_HILLSBOROUGH_518,1305,1
FL_OSCEOLA_1006,2575,0
FL_OSCEOLA_2002,1947,0
FL_DIXIE_04,53,1
FL_PALM BEACH_8621,2579,0
FL_PASCO_027,1628,1
FL_POLK_424,2257,0
FL_HILLSBOROUGH_815,1305,0
FL_POLK_105,940,1
FL_MANATEE_419,68,1
FL_BROWARD_00R003,2615,1
FL_BROWARD_00R034,438,0
FL_MONROE_24,1204,1
FL_ESCAMBIA_106,1394,0
FL_PASCO_023,1001,0
FL_DUVAL_01107,1549,0
FL_PINELLAS_221,528,1
FL_CHARLOTTE_28,304,1
FL_CITRUS_101,164,0
FL_BROWARD_00M002,151,0
FL_HILLSBOROUGH_249,1285,0
FL_CLAY_116,398,1
FL_PINELLAS_255,854,0
FL_MARION_3000,962,1
FL_PALM BEACH_3714,487,1
FL_LEE_407,1963,1
FL_BREVARD_130,2704,1
FL_MARION_1110,974,1
FL_SANTA ROSA_41,185,1
FL_ORANGE_000202,1200,0
FL_ST JOHNS_106,1636,0
FL_MIAMI-DADE_763,1873,0
FL_ORANGE_000629,1933,0
FL_MARION_3010,665,1
FL_MIAMI-DADE_548,630,0
FL_MIAMI-DADE_444,759,0
FL_WALTON_320,724,0
FL_MIAMI-DADE_500,248,0
FL_MARION_3050,2457,0
FL_MIAMI-DADE_461,2269,1
FL_PALM BEACH_2408,1367,1
FL_PALM BEACH_9413,861,1
FL_PINELLAS_505,1090,0
FL_PUTNAM_22,958,0
FL_POLK_408,512,0
FL_HERNANDO_400,48,1
FL_HILLSBOROUGH_415,627,1
FL_LEE_314,2616,1
FL_CALHOUN_301,1710,1
FL_BROWARD_00X021,2163,0
FL_ESCAMBIA_030,796,1
FL_OSCEOLA_2501,1627,1
FL_MIAMI-DADE_813,1615,0
FL_DUVAL_00410,2619,0
FL_LAKE_0545,1252,1
FL_VOLUSIA_417,2312,1
FL_MIAMI-DADE_142,1384,1
FL_GLADES_07,1309,0
FL_BREVARD_508,621,0
FL_HILLSBOROUGH_767,653,0
FL_OKEECHOBEE_05,1435,1
FL_ESCAMBIA_080,1642,1
FL_PALM BEACH_1532,1367,0
FL_BROWARD_00N002,1879,1
FL_LEON_2252,1805,1
FL_MIAMI-DADE_784,1165,0
FL_LAKE_0405,236,0
FL_SANTA ROSA_27,273,1
FL_HERNANDO_150,1931,1
FL_PINELLAS_514,1227,0
FL_ORANGE_000340,1658,0
FL_DUVAL_01010,662,0
FL_NASSAU_00052,498,0
FL_DUVAL_01401,1733,1
FL_PALM BEACH_1729,377,0
FL_COLLIER_350,1475,1
FL_MIAMI-DADE_949,626,1
FL_BROWARD_00A007,2085,1
FL_PALM BEACH_8702,2186,1
FL_COLUMBIA_048,105,0
FL_MARION_4090,327,1
FL_MIAMI-DADE_782,1142,1
FL_MIAMI-DADE_385,361,0
FL_OSCEOLA_2104,1627,0
FL_MIAMI-DADE_535,1897,1
FL_LEE_305,791,1
FL_INDIAN RIVER_0013,283,0
FL_PALM BEACH_8733,2757,1
FL_PALM BEACH_8631,2037,1
FL_LAKE_0425,892,0
FL_HILLSBOROUGH_552,402,1
FL_ORANGE_000520,769,1
FL_BROWARD_00K007,2690,1
FL_PALM BEACH_8624,2564,1
FL_MARION_4080,327,0
FL_BROWARD_00T024,1439,1
FL_HILLSBOROUGH_551,2395,1
FL_SEMINOLE_005,1209,0
FL_HILLSBOROUGH_875,955,0
FL_MIAMI-DADE_370,2000,1
FL_HILLSBOROUGH_702,618,0
FL_PALM BEACH_8939,1375,0
FL_MIAMI-DADE_840,2361,0
FL_MIAMI-DADE_453,2568,0
FL_LEE_411,478,0
FL_VOLUSIA_604,2643,0
FL_ORANGE_000326,755,1
FL_MIAMI-DADE_031,2437,0
FL_MIAMI-DADE_160,1401,0
FL_POLK_517,1782,0
FL_WALTON_130,114,0
FL_MIAMI-DADE_209,777,1
FL_ORANGE_000527,1342,0
FL_MIAMI-DADE_016,1494,1
FL_HILLSBOROUGH_971,1315,1
FL_BROWARD_00C019,1370,1
FL_ORANGE_000201,2009,0
FL_MIAMI-DADE_002,1729,1
FL_MIAMI-DADE_309,208,0
FL_MIAMI-DADE_231,1392,0
FL_HIGHLANDS_18,2650,0
FL_BROWARD_00R026,2470,0
FL_HILLSBOROUGH_135,1825,0
FL_MIAMI-DADE_616,1250,1
FL_POLK_505,1782,1
FL_VOLUSIA_401,1900,0
FL_POLK_239,399,0
FL_ORANGE_000531,1337,0
FL_HILLSBOROUGH_904,921,0
FL_MIAMI-DADE_536,2148,0
FL_PINELLAS_228,1351,0
FL_ORANGE_000209,2280,0
FL_PALM BEACH_8914,27,0
FL_BROWARD_00Q067,1843,1
FL_PALM BEACH_8920,915,1
FL_ORANGE_000412,1605,1
FL_PASCO_055,1220,1
FL_CLAY_210,1596,0
FL_BROWARD_00T012,1626,0
FL_NASSAU_00053,326,1
FL_VOLUSIA_608,2786,1
FL_MARION_4170,1329,1
FL_PINELLAS_534,705,0
FL_HILLSBOROUGH_250,2640,0
FL_ORANGE_000407,548,1
FL_PALM BEACH_8888,720,0
FL_BROWARD_00R041,2261,0
FL_HILLSBOROUGH_937,1413,0
FL_POLK_533,2655,1
FL_PASCO_047,784,1
FL_MIAMI-DADE_670,1810,0
FL_SANTA ROSA_34,2405,1
FL_PALM BEACH_1730,2267,0
FL_HILLSBOROUGH_219,1907,0
FL_MIAMI-DADE_844,1607,1
FL_PINELLAS_622,329,1
FL_MIAMI-DADE_671,913,1
FL_PALM BEACH_7405,2498,1
FL_DUVAL_00901,588,0
FL_MIAMI-DADE_434,119,1
FL_HILLSBOROUGH_657,1976,1
FL_HILLSBOROUGH_933,2189,0
FL_LEON_3403,650,0
FL_PALM BEACH_1712,1036,0
FL_PALM BEACH_8746,2209,0
FL_MARION_0011,1610,1
FL_MIAMI-DADE_360,21,1
FL_BROWARD_00N004,1246,1
FL_MIAMI-DADE_943,2473,0
FL_MIAMI-DADE_276,719,0
FL_MIAMI-DADE_919,1318,1
FL_CHARLOTTE_75,575,0
FL_BROWARD_00U006,2354,0
FL_DUVAL_00511,1541,0
FL_LAKE_0105,2122,0
FL_DUVAL_00305,404,0
FL_MARTIN_18,72,0
FL_HILLSBOROUGH_967,1315,0
FL_PINELLAS_500,1779,0
FL_SARASOTA_111,2495,1
FL_HIGHLANDS_07,2066,0
FL_CHARLOTTE_32,2355,1
FL_OKALOOSA_16,166,1
FL_PALM BEACH_7637,2276,0
FL_HARDEE_11,2717,1
FL_VOLUSIA_612,2153,1
FL_MIAMI-DADE_261,648,1
FL_MIAMI-DADE_509,726,1
FL_ORANGE_000528,1173,1
